task_count,completed_tasks,pending_tasks,team_size,average_completion_time,resource_allocation,historical_delays,blocker_count,predicted_delay_days,risk_level
10,3,7,14,40.0,0.1,1.2,3,9.0,HIGH
142,126,16,12,21.7,0.27,0.6,0,3.3,MEDIUM
21,8,13,7,15.7,0.37,3.4,3,7.4,HIGH
99,53,46,24,36.9,0.38,0.2,5,13.6,HIGH
55,29,26,28,18.8,0.19,2.5,3,6.6,MEDIUM
43,24,19,15,13.4,0.25,0.7,1,2.3,MEDIUM
186,19,167,7,39.0,4.77,8.9,2,30.8,HIGH
87,32,55,7,19.1,1.57,1.2,4,9.6,HIGH
54,37,17,3,44.4,1.13,1.2,2,7.3,HIGH
164,37,127,23,41.3,1.1,7.7,4,14.8,HIGH
82,19,63,21,41.6,0.6,1.6,2,10.3,HIGH
35,2,33,26,38.4,0.25,9.9,2,12.8,HIGH
56,24,32,16,43.0,0.4,0.1,2,5.8,MEDIUM
130,109,21,29,39.8,0.14,1.1,0,5.9,MEDIUM
65,6,59,18,31.3,0.66,3.3,3,9.2,HIGH
103,22,81,9,18.4,1.8,6.6,2,9.4,HIGH
116,38,78,6,43.3,2.6,0.9,1,16.5,HIGH
72,51,21,18,41.3,0.23,8.0,4,13.3,HIGH
57,35,22,21,25.9,0.21,2.7,2,9.4,HIGH
70,29,41,2,7.6,4.1,4.8,3,22.9,HIGH
90,65,25,23,32.8,0.22,1.5,0,3.3,MEDIUM
35,20,15,19,8.1,0.16,0.7,3,4.3,MEDIUM
45,38,7,16,44.9,0.09,7.3,3,12.4,HIGH
10,7,3,6,46.4,0.1,8.1,4,15.4,HIGH
17,4,13,8,14.0,0.32,2.1,2,2.7,MEDIUM
122,35,87,19,34.4,0.92,0.0,2,8.8,HIGH
108,17,91,7,9.9,2.6,0.3,1,10.4,HIGH
189,66,123,23,36.6,1.07,2.6,5,13.5,HIGH
56,53,3,22,20.6,0.03,0.1,1,0.7,LOW
136,56,80,6,34.6,2.67,1.5,1,15.7,HIGH
65,16,49,20,21.7,0.49,1.1,4,9.1,HIGH
23,16,7,11,12.1,0.13,3.8,0,1.1,LOW
37,19,18,16,23.1,0.22,0.2,2,5.8,MEDIUM
87,16,71,11,10.7,1.29,2.0,2,7.5,HIGH
139,54,85,28,30.2,0.61,2.6,2,8.8,HIGH
118,49,69,17,7.7,0.81,2.9,0,5.0,MEDIUM
163,118,45,13,28.1,0.69,1.6,1,5.9,MEDIUM
23,1,22,19,43.2,0.23,1.1,2,10.6,HIGH
196,57,139,24,41.2,1.16,3.4,2,12.7,HIGH
65,33,32,2,43.1,3.2,5.6,3,24.3,HIGH
124,36,88,17,44.7,1.04,3.5,1,7.6,HIGH
16,9,7,23,10.4,0.06,8.1,2,6.7,MEDIUM
12,5,7,7,11.4,0.2,3.8,1,3.9,MEDIUM
120,45,75,4,29.4,3.75,4.3,5,27.2,HIGH
160,144,16,3,43.5,1.07,0.6,1,8.2,HIGH
116,71,45,29,46.9,0.31,1.6,1,8.4,HIGH
27,4,23,3,7.9,1.53,2.0,1,6.9,MEDIUM
47,26,21,14,20.9,0.3,0.9,2,3.0,MEDIUM
124,93,31,10,14.9,0.62,2.3,1,5.5,MEDIUM
24,16,8,17,37.8,0.09,1.0,1,3.7,MEDIUM
128,26,102,28,32.9,0.73,3.5,1,6.7,MEDIUM
37,34,3,6,11.0,0.1,1.9,1,1.5,LOW
48,21,27,24,26.3,0.22,1.8,4,8.3,HIGH
194,37,157,29,34.8,1.08,12.3,2,14.7,HIGH
26,5,21,22,38.7,0.19,1.5,2,7.8,HIGH
95,13,82,8,6.8,2.05,1.3,2,10.8,HIGH
135,104,31,14,43.4,0.44,1.2,0,6.3,MEDIUM
53,8,45,21,29.9,0.43,6.8,3,8.3,HIGH
34,5,29,25,40.1,0.23,2.1,0,4.3,MEDIUM
154,125,29,28,39.9,0.21,2.7,3,10.8,HIGH
22,7,15,27,14.0,0.11,0.6,4,7.7,HIGH
34,2,32,14,10.6,0.46,2.3,3,4.6,MEDIUM
77,7,70,28,36.3,0.5,1.0,3,10.6,HIGH
147,26,121,27,12.6,0.9,3.9,6,13.9,HIGH
76,18,58,8,41.7,1.45,5.4,3,12.9,HIGH
118,76,42,11,36.5,0.76,3.8,0,6.8,MEDIUM
155,29,126,16,41.4,1.58,3.9,5,16.9,HIGH
120,18,102,22,18.6,0.93,2.2,2,7.1,HIGH
120,88,32,28,19.3,0.23,3.7,2,3.5,MEDIUM
43,28,15,7,34.2,0.43,1.6,2,7.1,HIGH
120,53,67,6,7.3,2.23,3.2,1,11.5,HIGH
17,9,8,24,36.5,0.07,0.9,3,9.0,HIGH
177,58,119,29,41.1,0.82,0.2,1,8.2,HIGH
122,59,63,3,23.4,4.2,1.6,1,20.6,HIGH
92,46,46,22,38.1,0.42,1.9,6,15.3,HIGH
51,20,31,16,13.3,0.39,0.9,0,1.0,LOW
178,154,24,27,19.5,0.18,3.9,2,4.6,MEDIUM
110,7,103,17,46.9,1.21,0.2,1,8.7,HIGH
15,11,4,20,47.4,0.04,0.8,2,10.1,HIGH
189,30,159,10,27.5,3.18,4.1,5,24.9,HIGH
35,26,9,23,45.2,0.08,1.7,1,5.7,MEDIUM
73,44,29,27,28.0,0.21,3.7,2,6.5,MEDIUM
196,158,38,20,18.2,0.38,2.5,5,9.1,HIGH
193,26,167,8,17.2,4.18,9.0,4,27.8,HIGH
68,37,31,5,45.0,1.24,2.7,1,11.0,HIGH
118,59,59,4,13.2,2.95,0.0,4,19.8,HIGH
130,89,41,25,30.3,0.33,1.3,3,6.5,MEDIUM
42,22,20,21,29.3,0.19,0.5,3,8.5,HIGH
190,101,89,12,37.1,1.48,7.8,1,11.2,HIGH
159,69,90,2,27.0,9.0,0.3,6,45.0,HIGH
30,9,21,7,17.4,0.6,1.5,3,5.8,MEDIUM
79,38,41,27,13.1,0.3,0.8,3,7.9,HIGH
121,18,103,12,32.1,1.72,5.6,2,10.4,HIGH
13,11,2,28,36.2,0.01,1.1,5,10.9,HIGH
103,71,32,2,29.9,3.2,14.4,0,20.6,HIGH
84,76,8,22,37.0,0.07,0.1,3,8.7,HIGH
199,50,149,8,11.9,3.72,0.4,2,19.9,HIGH
71,59,12,7,43.1,0.34,0.8,2,7.3,HIGH
103,80,23,15,30.5,0.31,5.0,3,10.4,HIGH
104,68,36,3,11.3,2.4,6.3,2,13.7,HIGH
161,98,63,28,25.4,0.45,0.2,2,5.8,MEDIUM
64,21,43,5,41.5,1.72,0.1,2,11.0,HIGH
146,114,32,12,43.7,0.53,4.1,2,10.4,HIGH
140,70,70,16,17.1,0.88,0.4,3,6.9,MEDIUM
40,4,36,19,35.9,0.38,0.4,1,5.2,MEDIUM
49,16,33,28,10.2,0.24,0.1,3,4.7,MEDIUM
45,40,5,2,7.4,0.5,0.2,2,4.9,MEDIUM
161,131,30,4,29.5,1.5,0.9,3,9.0,HIGH
15,14,1,4,35.2,0.05,0.2,1,4.4,MEDIUM
75,46,29,29,39.4,0.2,1.4,4,10.0,HIGH
84,22,62,8,20.3,1.55,5.4,1,7.9,HIGH
13,2,11,2,6.3,1.1,1.2,3,7.6,HIGH
88,19,69,26,26.1,0.53,3.9,3,10.1,HIGH
143,9,134,12,6.7,2.23,0.3,3,12.9,HIGH
127,51,76,7,9.9,2.17,3.2,3,13.3,HIGH
122,27,95,21,19.7,0.9,1.1,1,4.8,MEDIUM
103,43,60,4,24.4,3.0,4.2,4,20.4,HIGH
188,167,21,20,17.7,0.21,0.4,3,5.4,MEDIUM
71,31,40,3,30.4,2.67,6.8,5,20.3,HIGH
194,162,32,19,8.3,0.34,0.8,1,3.6,MEDIUM
88,52,36,13,12.1,0.55,1.3,3,6.9,MEDIUM
145,39,106,11,35.2,1.93,9.0,2,16.7,HIGH
35,12,23,6,12.0,0.77,2.6,1,3.7,MEDIUM
188,23,165,10,32.9,3.3,1.4,3,22.2,HIGH
182,63,119,3,8.3,7.93,9.0,2,43.7,HIGH
53,34,19,3,23.1,1.27,1.2,1,5.3,MEDIUM
142,16,126,29,13.5,0.87,0.3,5,11.9,HIGH
79,18,61,7,10.6,1.74,17.3,3,16.8,HIGH
163,64,99,11,29.8,1.8,0.9,5,17.4,HIGH
127,118,9,19,45.0,0.09,5.7,2,10.2,HIGH
77,58,19,13,8.3,0.29,0.5,5,9.8,HIGH
28,19,9,5,23.7,0.36,3.9,4,11.2,HIGH
29,4,25,23,35.7,0.22,2.2,3,8.8,HIGH
122,91,31,22,25.4,0.28,11.9,3,12.0,HIGH
149,112,37,18,39.9,0.41,2.4,0,5.7,MEDIUM
56,33,23,16,13.5,0.29,0.1,2,4.9,MEDIUM
10,9,1,7,46.3,0.03,2.8,4,10.9,HIGH
99,33,66,17,22.2,0.78,0.5,3,8.4,HIGH
151,135,16,18,20.3,0.18,4.8,5,12.1,HIGH
73,63,10,4,42.7,0.5,5.8,1,8.2,HIGH
47,2,45,11,29.7,0.82,2.0,6,13.2,HIGH
46,20,26,6,27.7,0.87,4.6,6,13.2,HIGH
135,125,10,15,36.5,0.13,0.5,5,14.1,HIGH
148,21,127,27,30.4,0.94,2.0,3,9.0,HIGH
109,59,50,22,12.8,0.45,1.5,2,6.5,MEDIUM
86,80,6,14,34.3,0.09,2.8,2,7.0,MEDIUM
12,6,6,27,11.6,0.04,0.1,1,3.1,MEDIUM
170,37,133,7,39.8,3.8,4.2,4,27.8,HIGH
143,82,61,13,47.6,0.94,0.2,3,14.2,HIGH
187,43,144,27,21.9,1.07,3.2,1,7.9,HIGH
19,9,10,9,24.7,0.22,0.1,3,6.9,MEDIUM
14,1,13,6,8.0,0.43,5.3,5,11.5,HIGH
160,95,65,16,6.6,0.81,0.6,0,2.9,MEDIUM
147,75,72,28,44.7,0.51,2.2,3,14.4,HIGH
181,129,52,17,11.4,0.61,0.9,4,8.2,HIGH
139,85,54,2,24.7,5.4,3.8,1,26.7,HIGH
22,11,11,17,40.2,0.13,1.2,2,7.9,HIGH
177,118,59,6,43.4,1.97,3.9,3,15.5,HIGH
139,24,115,4,27.8,5.75,1.0,0,28.1,HIGH
93,54,39,21,29.7,0.37,4.2,4,12.4,HIGH
74,15,59,16,34.1,0.74,0.1,3,9.8,HIGH
72,63,9,14,46.4,0.13,1.0,1,6.1,MEDIUM
110,12,98,25,31.3,0.78,2.1,1,6.3,MEDIUM
82,35,47,17,29.5,0.55,0.1,5,10.0,HIGH
26,17,9,24,6.6,0.08,0.6,1,3.5,MEDIUM
18,8,10,12,9.4,0.17,8.2,3,9.4,HIGH
152,20,132,22,30.2,1.2,11.3,1,9.7,HIGH
161,88,73,3,45.3,4.87,4.0,3,34.9,HIGH
47,29,18,23,42.4,0.16,0.9,1,6.0,MEDIUM
172,117,55,28,47.3,0.39,0.9,1,7.9,HIGH
103,39,64,7,28.2,1.83,3.1,3,12.6,HIGH
104,57,47,27,39.1,0.35,0.4,2,8.1,HIGH
58,26,32,27,41.3,0.24,8.9,2,11.2,HIGH
78,51,27,28,33.2,0.19,0.8,2,4.9,MEDIUM
71,40,31,7,20.2,0.89,23.8,4,20.0,HIGH
197,103,94,15,25.7,1.25,2.1,3,8.9,HIGH
187,51,136,26,42.0,1.05,4.4,2,12.3,HIGH
87,4,83,12,18.5,1.38,0.0,1,4.8,MEDIUM
126,26,100,9,44.8,2.22,6.6,2,17.4,HIGH
129,20,109,9,15.7,2.42,0.9,5,17.1,HIGH
146,66,80,2,37.5,8.0,3.3,3,45.0,HIGH
171,102,69,22,32.5,0.63,4.9,2,9.9,HIGH
85,20,65,8,37.5,1.62,0.5,5,14.6,HIGH
44,39,5,7,24.4,0.14,1.8,5,11.5,HIGH
10,0,10,22,45.2,0.09,2.0,1,5.7,MEDIUM
49,36,13,9,32.6,0.29,1.1,3,7.3,HIGH
73,44,29,20,18.1,0.29,2.0,0,2.5,MEDIUM
159,61,98,23,32.8,0.85,1.1,1,7.7,HIGH
69,6,63,22,18.0,0.57,1.3,3,7.3,HIGH
73,44,29,25,18.3,0.23,3.3,2,7.2,HIGH
102,40,62,21,22.8,0.59,3.0,3,7.3,HIGH
81,72,9,9,41.8,0.2,0.8,2,6.4,MEDIUM
20,10,10,27,27.0,0.07,6.8,4,11.9,HIGH
114,102,12,15,34.5,0.16,6.0,4,12.1,HIGH
23,5,18,19,22.5,0.19,2.1,2,6.4,MEDIUM
69,48,21,26,17.1,0.16,1.7,5,8.0,HIGH
39,23,16,17,46.1,0.19,1.4,2,8.2,HIGH
44,31,13,10,31.4,0.26,3.7,2,9.7,HIGH
174,42,132,16,45.2,1.65,3.3,2,12.8,HIGH
14,9,5,27,14.5,0.04,0.7,5,10.1,HIGH
92,45,47,11,12.2,0.85,3.3,2,7.4,HIGH
132,94,38,23,41.9,0.33,0.9,3,9.5,HIGH
87,29,58,17,34.6,0.68,0.1,0,6.1,MEDIUM
163,138,25,5,13.8,1.0,3.6,4,10.5,HIGH
71,8,63,21,17.3,0.6,3.1,2,6.0,MEDIUM
141,109,32,14,39.6,0.46,1.6,3,9.9,HIGH
98,80,18,23,25.1,0.16,2.2,2,6.3,MEDIUM
51,40,11,6,34.2,0.37,8.8,1,7.3,HIGH
98,50,48,23,19.4,0.42,2.7,2,6.8,MEDIUM
155,68,87,8,22.0,2.17,3.2,6,19.2,HIGH
49,46,3,24,47.6,0.02,0.2,4,10.6,HIGH
81,20,61,10,16.4,1.22,0.5,3,6.3,MEDIUM
48,26,22,9,27.3,0.49,1.1,2,6.1,MEDIUM
113,73,40,17,41.5,0.47,2.3,5,14.1,HIGH
23,15,8,7,16.0,0.23,4.5,1,4.1,MEDIUM
41,9,32,29,23.4,0.22,1.2,3,7.1,HIGH
188,120,68,17,31.8,0.8,1.3,0,5.5,MEDIUM
134,105,29,7,26.2,0.83,0.9,1,4.0,MEDIUM
175,16,159,15,25.3,2.12,0.9,3,13.1,HIGH
106,92,14,22,21.2,0.13,8.9,0,5.0,MEDIUM
32,2,30,2,30.6,3.0,3.0,1,16.8,HIGH
72,26,46,26,32.2,0.35,0.5,2,7.7,HIGH
152,9,143,10,33.4,2.86,3.8,4,20.8,HIGH
162,19,143,26,9.0,1.1,3.8,1,5.7,MEDIUM
154,133,21,28,32.5,0.15,3.3,2,6.4,MEDIUM
62,22,40,25,46.0,0.32,0.4,3,10.7,HIGH
113,48,65,14,28.7,0.93,1.6,2,6.8,MEDIUM
113,27,86,27,36.0,0.64,0.3,4,11.6,HIGH
188,110,78,20,29.4,0.78,5.1,5,15.2,HIGH
48,28,20,18,41.9,0.22,3.2,3,11.0,HIGH
188,72,116,12,45.0,1.93,2.1,0,12.4,HIGH
143,50,93,29,13.7,0.64,1.3,1,3.0,MEDIUM
76,64,12,29,24.3,0.08,0.6,2,3.4,MEDIUM
144,56,88,9,22.5,1.96,0.3,1,8.3,HIGH
188,92,96,24,23.0,0.8,10.4,3,11.1,HIGH
51,15,36,6,11.3,1.2,0.7,2,5.6,MEDIUM
24,18,6,11,40.2,0.11,0.2,3,6.1,MEDIUM
120,48,72,8,7.5,1.8,9.8,2,12.3,HIGH
166,85,81,11,28.2,1.47,2.4,1,7.7,HIGH
42,11,31,5,33.8,1.24,4.8,2,11.6,HIGH
164,153,11,10,14.7,0.22,0.1,3,6.0,MEDIUM
173,54,119,28,44.0,0.85,2.5,1,8.5,HIGH
166,123,43,27,41.2,0.32,1.5,3,11.0,HIGH
47,20,27,15,25.8,0.36,4.4,4,11.5,HIGH
194,45,149,3,23.3,9.93,0.1,4,45.0,HIGH
106,81,25,26,15.9,0.19,1.5,1,2.9,MEDIUM
164,57,107,10,36.7,2.14,4.8,6,23.2,HIGH
192,159,33,22,11.5,0.3,2.2,3,6.7,MEDIUM
42,36,6,28,34.6,0.04,2.4,6,12.5,HIGH
95,78,17,2,41.4,1.7,0.3,6,16.6,HIGH
75,6,69,24,15.6,0.57,0.4,4,6.1,MEDIUM
19,14,5,11,42.4,0.09,3.4,4,9.5,HIGH
14,5,9,11,7.4,0.16,3.4,4,7.5,HIGH
132,110,22,21,44.3,0.21,11.6,2,12.4,HIGH
83,51,32,26,11.0,0.25,3.7,1,2.5,MEDIUM
106,84,22,23,33.1,0.19,2.0,1,4.6,MEDIUM
127,63,64,4,16.5,3.2,5.8,0,13.6,HIGH
47,24,23,7,41.1,0.66,0.3,2,6.7,MEDIUM
150,26,124,27,27.5,0.92,1.8,2,7.5,HIGH
168,126,42,7,11.7,1.2,1.0,3,8.7,HIGH
56,23,33,22,30.0,0.3,0.3,2,5.5,MEDIUM
118,59,59,3,23.1,3.93,4.3,5,28.3,HIGH
189,142,47,27,33.8,0.35,2.1,2,7.7,HIGH
193,113,80,27,43.0,0.59,2.4,2,10.6,HIGH
24,5,19,19,23.2,0.2,1.6,4,8.6,HIGH
166,96,70,24,18.2,0.58,1.9,5,11.2,HIGH
145,60,85,3,6.6,5.67,0.4,2,26.9,HIGH
14,6,8,13,30.1,0.12,3.4,3,9.6,HIGH
166,12,154,23,22.9,1.34,1.7,2,7.9,HIGH
56,13,43,6,21.7,1.43,5.1,0,7.4,HIGH
77,23,54,21,13.7,0.51,0.7,2,4.3,MEDIUM
85,58,27,8,24.1,0.68,0.7,4,11.5,HIGH
182,10,172,25,47.3,1.38,3.1,2,12.9,HIGH
139,58,81,17,18.5,0.95,5.6,2,6.9,MEDIUM
164,144,20,21,31.2,0.19,1.9,4,11.2,HIGH
104,15,89,2,38.6,8.9,3.9,3,45.0,HIGH
124,63,61,2,37.5,6.1,21.9,3,43.0,HIGH
173,131,42,18,19.8,0.47,13.9,1,10.3,HIGH
45,40,5,28,31.7,0.04,4.1,3,9.3,HIGH
35,25,10,2,42.6,1.0,4.0,3,12.7,HIGH
52,36,16,22,6.6,0.15,0.9,2,3.3,MEDIUM
36,28,8,21,24.3,0.08,5.4,2,7.8,HIGH
78,35,43,14,15.4,0.61,1.6,4,8.1,HIGH
157,121,36,10,22.3,0.72,9.8,1,8.3,HIGH
20,1,19,16,23.5,0.24,0.3,2,3.6,MEDIUM
83,73,10,4,37.4,0.5,1.7,0,4.9,MEDIUM
113,50,63,15,9.9,0.84,2.4,3,7.9,HIGH
47,25,22,24,27.5,0.18,1.6,4,9.8,HIGH
143,39,104,12,29.7,1.73,0.7,3,12.1,HIGH
32,22,10,25,26.8,0.08,2.7,5,10.5,HIGH
56,6,50,23,36.7,0.43,4.2,3,10.9,HIGH
99,82,17,13,22.1,0.26,3.1,4,10.3,HIGH
55,43,12,14,45.7,0.17,0.8,2,6.6,MEDIUM
116,28,88,27,26.2,0.65,3.9,5,12.4,HIGH
149,115,34,14,30.0,0.49,0.9,1,5.4,MEDIUM
150,113,37,2,40.7,3.7,0.6,1,19.4,HIGH
113,69,44,25,17.6,0.35,3.5,1,5.1,MEDIUM
199,76,123,11,9.2,2.24,5.6,1,11.8,HIGH
120,35,85,4,35.7,4.25,2.0,1,24.4,HIGH
113,29,84,25,26.3,0.67,2.3,3,11.4,HIGH
69,23,46,29,43.7,0.32,1.1,4,12.1,HIGH
180,155,25,5,47.3,1.0,2.0,2,10.6,HIGH
109,13,96,17,22.8,1.13,0.4,2,8.0,HIGH
77,61,16,9,23.4,0.36,9.4,5,13.0,HIGH
142,51,91,17,23.1,1.07,4.8,1,7.6,HIGH
129,67,62,28,19.6,0.44,3.3,1,5.7,MEDIUM
46,35,11,18,38.8,0.12,2.3,3,10.4,HIGH
81,68,13,20,37.9,0.13,4.7,3,11.9,HIGH
136,49,87,23,26.1,0.76,2.0,6,13.3,HIGH
115,53,62,16,7.9,0.78,1.1,4,9.4,HIGH
101,42,59,17,19.0,0.69,0.5,5,10.3,HIGH
40,2,38,16,18.3,0.48,3.1,3,7.8,HIGH
131,41,90,26,40.1,0.69,8.0,2,11.9,HIGH
146,67,79,3,9.7,5.27,0.5,4,30.4,HIGH
60,25,35,12,39.8,0.58,0.6,2,8.3,HIGH
38,26,12,2,34.1,1.2,1.7,1,6.0,MEDIUM
49,19,30,16,36.8,0.38,4.9,1,7.7,HIGH
50,24,26,27,24.2,0.19,1.0,0,2.5,MEDIUM
20,8,12,20,34.5,0.12,0.9,4,9.8,HIGH
160,114,46,5,31.6,1.84,2.9,6,18.8,HIGH
10,8,2,12,38.3,0.03,2.3,1,5.8,MEDIUM
55,29,26,6,24.8,0.87,0.2,1,4.6,MEDIUM
110,83,27,4,25.9,1.35,0.3,3,11.1,HIGH
158,50,108,14,33.0,1.54,3.1,2,13.3,HIGH
99,53,46,11,10.5,0.84,1.9,2,6.9,MEDIUM
119,42,77,12,24.3,1.28,10.6,3,12.5,HIGH
173,73,100,19,46.8,1.05,3.4,7,19.8,HIGH
191,135,56,3,7.6,3.73,0.0,3,20.1,HIGH
66,55,11,8,19.3,0.28,2.0,0,2.7,MEDIUM
10,1,9,10,19.2,0.18,1.6,4,8.1,HIGH
72,44,28,11,32.6,0.51,0.3,2,7.7,HIGH
191,109,82,19,10.4,0.86,7.7,3,12.0,HIGH
64,10,54,24,32.4,0.45,4.9,1,4.8,MEDIUM
124,29,95,8,10.0,2.38,0.8,1,9.3,HIGH
177,58,119,28,10.0,0.85,0.9,3,8.2,HIGH
152,30,122,8,36.6,3.05,0.1,2,17.8,HIGH
158,42,116,4,19.6,5.8,1.1,3,32.4,HIGH
184,53,131,13,47.1,2.02,2.6,1,13.2,HIGH
62,21,41,8,7.6,1.02,1.6,3,9.6,HIGH
146,105,41,18,24.7,0.46,10.4,0,7.9,HIGH
189,106,83,27,10.8,0.61,0.2,1,3.4,MEDIUM
66,61,5,2,20.8,0.5,2.7,3,9.7,HIGH
126,53,73,6,47.9,2.43,5.9,3,20.6,HIGH
163,118,45,17,43.3,0.53,2.0,0,6.2,MEDIUM
178,148,30,16,8.0,0.38,0.0,0,2.6,MEDIUM
44,29,15,3,29.7,1.0,0.8,4,9.3,HIGH
72,30,42,10,33.2,0.84,1.2,1,6.8,MEDIUM
34,24,10,8,14.8,0.25,10.1,4,11.4,HIGH
99,23,76,5,12.1,3.04,7.3,5,22.1,HIGH
84,28,56,21,44.0,0.53,8.9,1,9.7,HIGH
47,25,22,19,46.7,0.23,5.2,3,11.9,HIGH
139,78,61,22,47.7,0.55,1.3,5,12.7,HIGH
144,10,134,5,39.2,5.36,7.1,4,38.2,HIGH
171,154,17,29,33.9,0.12,12.0,1,11.3,HIGH
100,67,33,14,20.5,0.47,1.3,3,7.1,HIGH
26,12,14,2,13.2,1.4,0.9,1,4.7,MEDIUM
137,121,16,29,9.3,0.11,2.4,2,2.6,MEDIUM
180,80,100,25,35.1,0.8,0.6,4,10.5,HIGH
196,182,14,4,39.0,0.7,0.1,0,6.8,MEDIUM
117,59,58,17,40.7,0.68,8.7,2,11.9,HIGH
188,28,160,23,44.4,1.39,7.8,2,13.1,HIGH
191,141,50,5,43.0,2.0,0.5,1,11.9,HIGH
161,106,55,26,48.0,0.42,1.6,3,10.5,HIGH
34,25,9,24,16.3,0.08,5.3,0,0.4,LOW
189,171,18,26,38.1,0.14,3.2,0,4.5,MEDIUM
97,72,25,17,30.6,0.29,1.5,0,2.2,MEDIUM
170,102,68,27,17.0,0.5,4.1,5,11.4,HIGH
186,152,34,20,47.2,0.34,6.8,2,12.5,HIGH
38,24,14,2,43.7,1.4,7.8,5,17.6,HIGH
72,30,42,6,11.4,1.4,1.4,2,7.1,HIGH
159,134,25,20,7.1,0.25,0.6,3,5.6,MEDIUM
163,40,123,23,34.9,1.07,7.3,4,13.7,HIGH
165,114,51,25,31.4,0.41,0.3,1,2.2,MEDIUM
123,103,20,12,45.3,0.33,3.8,1,7.0,MEDIUM
58,41,17,14,15.8,0.24,0.5,2,3.0,MEDIUM
90,60,30,21,9.5,0.29,1.5,0,1.4,LOW
93,67,26,6,16.9,0.87,1.6,0,3.0,MEDIUM
114,53,61,22,6.8,0.55,0.5,1,4.5,MEDIUM
186,155,31,5,7.5,1.24,7.7,0,4.6,MEDIUM
157,36,121,5,44.4,4.84,0.0,3,29.0,HIGH
127,20,107,5,20.8,4.28,6.7,1,22.2,HIGH
95,29,66,5,23.3,2.64,6.5,1,14.4,HIGH
72,38,34,21,6.8,0.32,1.1,2,4.6,MEDIUM
198,100,98,22,17.4,0.89,3.7,4,10.6,HIGH
113,89,24,19,39.8,0.25,0.9,3,7.0,MEDIUM
58,24,34,19,31.9,0.36,4.3,0,6.3,MEDIUM
80,38,42,17,37.7,0.49,2.5,1,7.5,HIGH
10,0,10,10,24.8,0.2,1.1,2,6.5,MEDIUM
150,62,88,19,19.0,0.93,1.5,1,1.9,LOW
188,119,69,23,26.3,0.6,3.5,3,10.1,HIGH
132,8,124,3,19.6,8.27,7.1,2,44.3,HIGH
193,58,135,22,41.2,1.23,0.4,1,7.8,HIGH
71,16,55,5,18.5,2.2,2.5,0,10.1,HIGH
41,3,38,13,33.7,0.58,0.9,3,9.9,HIGH
167,80,87,8,11.8,2.17,4.8,2,11.2,HIGH
38,8,30,16,34.8,0.38,0.2,1,6.3,MEDIUM
58,41,17,8,44.4,0.42,3.5,1,8.6,HIGH
182,147,35,23,31.6,0.3,0.6,1,4.4,MEDIUM
39,21,18,27,29.5,0.13,2.7,3,8.8,HIGH
153,142,11,22,46.4,0.1,5.4,4,12.9,HIGH
177,80,97,18,32.4,1.08,4.2,4,13.4,HIGH
28,14,14,17,16.9,0.16,4.2,3,7.4,HIGH
27,25,2,29,18.3,0.01,2.2,2,5.1,MEDIUM
10,2,8,20,35.6,0.08,6.6,0,8.1,HIGH
87,78,9,10,36.9,0.18,2.7,2,9.0,HIGH
124,10,114,15,18.7,1.52,7.5,2,11.3,HIGH
184,83,101,18,20.5,1.12,2.4,0,3.5,MEDIUM
122,13,109,6,47.6,3.63,2.1,0,18.3,HIGH
123,86,37,3,10.3,2.47,0.8,2,11.8,HIGH
175,104,71,21,23.0,0.68,2.4,2,6.1,MEDIUM
188,128,60,17,8.6,0.71,0.5,3,7.3,HIGH
72,27,45,15,40.5,0.6,6.1,4,13.6,HIGH
141,53,88,15,9.9,1.17,3.4,2,8.8,HIGH
138,12,126,28,34.3,0.9,15.2,1,10.4,HIGH
17,6,11,2,8.4,1.1,0.3,0,2.3,MEDIUM
166,147,19,4,34.3,0.95,0.8,2,8.8,HIGH
64,25,39,27,41.4,0.29,6.3,3,10.6,HIGH
112,89,23,8,22.8,0.57,1.5,1,5.6,MEDIUM
140,113,27,27,27.9,0.2,1.9,2,7.2,HIGH
41,15,26,16,22.9,0.32,5.9,0,3.6,MEDIUM
19,11,8,20,18.6,0.08,2.2,7,15.8,HIGH
119,16,103,21,39.7,0.98,0.6,0,4.7,MEDIUM
171,24,147,3,17.4,9.8,6.7,1,45.0,HIGH
133,12,121,20,36.4,1.21,0.1,3,10.0,HIGH
96,54,42,10,14.7,0.84,6.8,1,6.4,MEDIUM
64,27,37,20,16.5,0.37,0.2,2,2.3,MEDIUM
41,22,19,28,20.1,0.14,3.3,3,7.8,HIGH
187,97,90,6,30.7,3.0,0.2,1,18.1,HIGH
144,52,92,19,25.1,0.97,3.7,3,8.2,HIGH
102,67,35,17,37.3,0.41,0.1,2,7.6,HIGH
17,12,5,5,15.0,0.2,5.5,5,11.8,HIGH
74,4,70,13,6.4,1.08,1.9,1,5.7,MEDIUM
66,15,51,8,38.6,1.27,0.3,2,12.2,HIGH
76,52,24,15,40.5,0.32,3.7,4,11.7,HIGH
196,77,119,24,8.5,0.99,2.0,1,7.0,MEDIUM
81,52,29,13,31.7,0.45,0.6,4,9.9,HIGH
63,22,41,4,21.9,2.05,0.0,1,8.1,HIGH
76,30,46,6,39.3,1.53,1.6,3,14.7,HIGH
60,11,49,18,42.7,0.54,0.3,3,9.7,HIGH
106,29,77,27,41.7,0.57,0.3,2,9.8,HIGH
101,60,41,11,38.6,0.75,0.9,1,6.4,MEDIUM
